"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/1016317-frozen-daiquiri","Frozen Daiquiri","Francisco Goldman","","In a blender, combine all ingredients with about a cup of ice. Blend to create a firm but slushy consistency, adding ice if necessary. Drink should be pourable, but should also hold its shape. Mound slush into a cocktail glass or a wineglass. Serve with a straw that has been trimmed to stick up above slush by about four inches.","Frozen-Daiquiri-videoSixteenByNine310.jpg","fixed-height"
"/recipes/8579-peppadew-martini","Peppadew Martini","Merrill Stubbs","","Halve the jalapeños lengthwise. Set a sauté pan over medium heat and add the jalapeños, peppercorns and allspice and juniper berries. Cook, stirring frequently, until the jalapeños are lightly browned, about 3 minutes. Combine with the vodka, cover and infuse for 24 hours. Strain. Drain the Peppadew peppers, reserving the brine (about 1 cup). Using a mixer with a paddle attachment, combine the goat cheese, mascarpone, vinegar, olive oil and cream. Beat until smooth. Stir in the shallot, chives and salt and pepper to taste. Refrigerate for up to 3 days. To stuff the peppers, spoon the goat-cheese mixture into a pastry bag fitted with a medium star tip; pipe into the peppers. If necessary, refrigerate the filled peppers for up to 4 hours, removing them from the refrigerator about 20 minutes before preparing the cocktails. using a muddler or the end of a spoon, muddle 2 lime wedges with a pinch of salt in a cocktail shaker. Fill the shaker with ice and add 11/2 ounces infused vodka and 1 ounce brine. Shake well, strain into a 6-ounce martini glass and top off with equal parts lemon-lime soda and seltzer. Garnish with 2 or 3 of the stuffed peppers on a skewer. Repeat Step 4 to make more cocktails. Store leftover vodka in a cool, dry place.","Peppadew-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12007-kathy-madison","Kathy Madison","Jonathan Miles","","To infuse the cider, peel and chop the ginger. Bring the cider to a boil, add the ginger, and turn off the heat. Steep about 30 minutes, then purée the mixture in a blender and strain through a fine-mesh sieve or cheesecloth. (Refrigerate until ready to use.) To serve hot, heat the cider almost to a boil, add the bourbon, and serve in a mug. To serve cold, mix the cider with the bourbon and pour into a glass over ice.","Kathy-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1883-brachetto-holiday-punch","Brachetto Holiday Punch","Jonathan Miles","","Combine the first four ingredients with ice in a cocktail shaker; shake and strain into a champagne flute or martini glass, and fill the rest of the glass with the Brachetto d'Acqui. Garnish with the orange twist.","34.png","pattern-34 fixed-height"
"/recipes/11569-the-stray-dog","The Stray Dog","Pete Wells","","Splash some Pernod in a chilled cocktail glass, swirl it around well, then dump it out. Add ice to a cocktail shaker and pour all remaining ingredients into it. Shake and strain into glass.","The-Stray-Dog-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11570-malta-fizz","Malta Fizz","Pete Wells","","Add ice to a glass cocktail shaker. Pour in all ingredients. Shake vigorously for 20 seconds to emulsify egg yolk. Strain into a Collins glass filled with ice. Garnish with ground cinnamon.","Malta-Fizz-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11571-horseradish-pomegranate-margarita","Horseradish Pomegranate Margarita","Pete Wells","","In a bowl mix horseradish with tequila and let mixture sit for 24 hours. Strain through cheesecloth. Pour 1 1/2 ounces horseradish-infused tequila and all other ingredients into a cocktail shaker. (You will have some leftover tequila mixture.) Fill shaker with ice and shake it vigorously for 6 seconds. Add ice cubes to an Old-Fashioned glass and pour drink over them.","Horseradish-Pomegranate-Margarita-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11471-pork-margarita","Pork Margarita","Jonathan Miles","","Use a food processor to grind store-bought unflavored pork cracklings and dried chiles de arbol to taste until the mixture resembles a coarse meal. In a shaker filled with ice, shake the tequila, lime juice, Cointreau and tangerine juice. Rub the edge of a chilled cocktail glass with a lime, then dip the glass into the pork cracklings. Strain the liquids into the glass and garnish with the chili pepper if desired.","22.png","pattern-22 fixed-height"
"/recipes/11173-duke-of-bedford","Duke Of Bedford","Jonathan Miles","","Fill a rocks glass with crushed ice. In a cocktail shaker, muddle the sherry and mint, then add the Aranciata, sugar and bitters and shake well. Strain over the ice and garnish with the mint and cucumber.","Duke-Of-Bedford-videoSixteenByNine310.jpg","fixed-height"
"/recipes/8425-smoky-sangrita","Smoky Sangrita","Florence Fabricant","","Heat oven to 350 degrees. Halve and core tomatoes, place cut-side up in a baking dish with a half-inch of water, dust with chipotle powder and roast 1 hour. Allow to cool. Peel tomatoes, chop and mix in a blender with citrus juices. Season to taste with salt and, if desired, more chipotle. Chill.","26.png","pattern-26 fixed-height"
"/recipes/9306-passion-fruit-punch-poncha-maracuja","Passion Fruit Punch (Poncha Maracujá)","Florence Fabricant","This punch is made with cachaça, the national spirit of Brazil, made from fermented sugar cane juice. Increased interest in the liquor, and Latin American cuisine, has brought several brands to American bars and liquor stores. Use the one you can find. And drink slowly. It’s strong.","Place 1/2 cup juice and the honey in a pitcher. Stir to dissolve honey. Stir in remaining juice. Add cachaa and stir. Place ice in 4 highball glasses; pour juice mixture over it. Serve with straws.","Passion-Fruit-Punch-videoSixteenByNine310.jpg","fixed-height"
"/recipes/9312-the-cuke","The Cuke","Peter Meehan","","Thinly slice 3 limes and place in a pitcher. Juice the rest and add juice to pitcher. Add mint leaves. Slice 2 cucumbers and add, then add sugar. Muddle ingredients. Add vodka or gin. Place in refrigerator to steep 30 minutes or longer. Peel remaining cucumber and cut lengthwise into 6 spears. Fill 6 highball or other large glasses with ice. Strain mixture from pitcher into each. Top with a splash of sparkling water, garnish each glass with a sprig of mint and a cucumber spear, and serve.","Gingino-videoSixteenByNine310.jpg","fixed-height"
"/recipes/9313-gingino","Gingino","Peter Meehan","","In a pitcher, combine amaro, ginger beer and sparkling water. Stir. Sweeten if desired. Fill 6 tall glasses with ice. Pour drink mixture into each and garnish with wedge of lime and slice of ginger. Serve.","Gingino-videoSixteenByNine310.jpg","fixed-height"
"/recipes/9305-caipi-wine-pinga","Caipi-Wine Pinga","Florence Fabricant","","Cut a thin slice off top and bottom of lime. Quarter lime and cut out pithy white core. Place lime quarters in a cocktail shaker, add sugar and mash with a muddler. Add 4 ice cubes and stir. Add wine and cachaça, shake and pour into an old-fashioned glass.","6.png","pattern-6 fixed-height"
"/recipes/9314-lalhambra","L'Alhambra","Peter Meehan","","In a pitcher, combine sherry, orange juice, orzata and orange flower water. Add ice. Stir vigorously for a minute or so. Strain into 6 or 8 large wineglasses. Top each with 3 to 4 ounces sparkling wine, garnish with orange wedge and serve.","Gingino-videoSixteenByNine310.jpg","fixed-height"
"/recipes/8140-elderflower-martini","Elderflower Martini","Merrill Stubbs","","Put the zest in the bottom of a large martini glass. Fill a cocktail shaker with ice and add the remaining ingredients. Shake and strain into the glass.","Elderflower-Martini-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12003-the-dirtiest-martini","The Dirtiest Martini","Jonathan Miles","","Shake the liquid ingredients with ice in a shaker. Strain into a chilled martini glass, and garnish with the olive skewer and basil leaf. *To infuse the vodka, place 10 basil leaves in a 750-ml bottle of organic vodka (Rain vodka, distilled in Kentucky from organic corn, is a good choice) for two hours. Be careful not to overinfuse. You want a mild flavor and fragrance, not basil cologne.","The-Dirtiest-Martini-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11478-waiting-to-exhale","Waiting to Exhale","Michael Brick","","For the punch, mix equal parts cranberry, pineapple and orange juice, grenadine and sour mix. Pour liquors over ice, fill cocktail glass with punch. Shake. Garnish with maraschino cherry and lemon slice.","Waiting-to-Exhale-videoSixteenByNine310.jpg","fixed-height"
"/recipes/786-applejack-cobbler","Applejack Cobbler","Oliver Schwaner-Albright","","For the cranberries: add sugar to 1 cup water in heavy-duty pot and simmer over low heat until sugar dissolves. Add cranberries, and stir frequently until berries are soft, about 10 minutes. Cool before making cocktails, which require about two tablespoons per drink. (The rest can be used as sauce or refrigerated for several weeks.) To make one cocktail, put two tablespoons of softened cranberries (about an ounce) and orange slices in a cocktail shaker and muddle together. Add ice, then remaining ingredients. Shake vigorously and pour into a cocktail glass. Garnish with something decorative, like an edible flower, an orange twist or a gooseberry with skin peeled back.","applejack1-videoSixteenByNine310-v2.jpg","fixed-height"
"/recipes/8523-el-floridita-daiquiri","El Floridita Daiquiri","Toby Cecchini","","The original was made in a blender with crushed ice, but shaken and strained into a chilled cocktail glass works nicely. Garnish with a wheel of lime.","24.png","pattern-24 fixed-height"
"/recipes/7231-sangrita","Sangrita","Mark Ellwood","","Combine all ingredients in a shaker, stir and refrigerate. Serve chilled as a tequila chaser.","32.png","pattern-32 fixed-height"
"/recipes/8354-tears-of-the-prophet","Tears Of The Prophet","William L. Hamilton","","Shake vodka and pomegranate juice with ice. Strain into a chilled martini glass and garnish with mint.","Tears-Of-The-Prophet-videoSixteenByNine310.jpg","fixed-height"
"/recipes/7727-prosecco-and-lovage-cocktail","Prosecco And Lovage Cocktail","Melissa Clark","","Combine sugar and a cup of water in a small saucepan, and bring to a boil. Stir until sugar dissolves, then turn off heat. Add lovage leaves and let syrup infuse for 3 hours. Strain, discarding lovage. Measure 2 teaspoons syrup (or more to taste) into each of 8 Champagne flutes or other glasses. Top with prosecco and garnish with lime wedges. Leftover syrup is nice tossed with plums.","28.png","pattern-28 fixed-height"
"/recipes/10770-the-floradora","The Floradora","William L. Hamilton","","Put all ingredients, except ginger ale and lime slice, into a 12-ounce highball glass filled with ice. Top with ginger ale and garnish with lime slice and flower.","The-Floradora-videoSixteenByNine310.jpg","fixed-height"
"/recipes/10439-the-grape-royale","The Grape Royale","William L. Hamilton","","Stir first two ingredients in a Champagne flute and top off with chilled sparkling wine. Garnish with grapes dusted in sugar, hung on the side of the glass.","Grape-videoSixteenByNine310.jpg","fixed-height"
"/recipes/10000-tom-yumtini","Tom Yumtini","William L. Hamilton","","Infuse the vodka with the lemon grass and kaffir lime overnight. Shake 3 ounces of vodka with lemon juice, syrup and ice. Strain into a glass and garnish with lemon grass.","Tom-Yumtini-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11578-texas-two-step","Texas Two-Step","William L. Hamilton","","Place all liquid ingredients and sour mix in a mixing glass with ice, shake and strain into chilled martini glass. Garnish with twist.","Texas-Two-Step-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11304-blackberry-martinis","Blackberry Martinis","Jonathan Reynolds","One of the most exquisite exploitations of the blackberry is accomplished by teaming it with a little booze and presenting it in a sugar-rimmed martini glass, making what might be called a blacktini. The original recipe, from ''The Berry Bible,'' suggests vodka, but I find the complexity of the drink enhanced by the gin's juniper-berry accent. I think vodka is dull, actually, but if you like it (most of America seems to), go with God.","In a small saucepan, combine 1 cup of the sugar and 1 cup water. Bring to a boil and stir until the sugar dissolves. Set aside until cooled. In a food processor, purée the berries, brandy and remaining tablespoon sugar until smooth. Prepare four martini glasses: rub the rims with lemons, then pour a layer of superfine sugar on a plate and twirl the glasses in it. Place them in the freezer. Fill a martini shaker with ice, then add the gin (or vodka), Triple Sec and lemon juice. Add 2 tablespoons of the culled sugar syrup and 1/4 cup of the berry purée. Shake robustly for 10 seconds and strain into the glasses. Serve immediately but sip slowly.","Blackberry-Martinis-videoSixteenByNine310.jpg","fixed-height"
"/recipes/11203-vietnamese-sangria","Vietnamese Sangria","William L. Hamilton","","Mix all ingredients except Champagne, orange slice and litchi in a shaker. Pour into a 12-ounce Pilsener glass filled with ice. Top off with Champagne (the drink should be light green) and garnish with orange slice and litchi.","Vietnamese-Sangria-videoSixteenByNine310-v3.jpg","fixed-height"
"/recipes/10925-the-james-bond-melon-ball","The James Bond Melon Ball","William L. Hamilton","A few lazy stirs as this granita sets up in the freezer is really the only tricky thing about this easy and refreshing dessert. It’s also a perfect midafternoon cooler for a vacation house full of children.","Cut watermelon in two. Carve out the entire watermelon, and chop contents into small pieces. Fill one half of watermelon shell with the cubed watermelon pieces and ice. Pour in the vodka, Grand Marnier and lime juice. Stir the contents gently. Top off the drink with a splash of Champagne, and place four straws in melon. (You may also mix ingredients in a pitcher and serve in glasses.)","The-James-Bond-Melon-Ball-videoSixteenByNine310.jpg","fixed-height"
"/recipes/7137-dark-and-stormy","Dark And Stormy","William L. Hamilton","","Fill a Collins glass with ice. Pour rum over ice, then ginger beer. Garnish with lime.","Dark-And-Stormy-videoSixteenByNine310.jpg","fixed-height"
"/recipes/6284-tango-304","Tango 304","William L. Hamilton","","Mix liquid ingredients in a glass with ice. Shake gently until chilled. Pour into a 10-ounce Collins glass, and garnish with lime wedge.","Tango-304-videoSixteenByNine310-v3.jpg","fixed-height"
"/recipes/9156-gansevoort-fizz","Gansevoort Fizz","William L. Hamilton","","Shake first four ingredients with cracked ice; strain into a nine-ounce glass; top with chilled seltzer","Gansevoort-Fizz-videoSixteenByNine310-v3.jpg","fixed-height"
"/recipes/8328-ginger-daiquiri","Ginger Daiquiri","William L. Hamilton","","Swipe the orange peel on the rim of a cocktail glass; press the wet rim down into a shallow dish of the ginger sugar, to ''frost'' the rim. Combine the remaining ingredients in a shaker with ice; shake and strain into the glass, to the rim. Garnish with peel.","gingerdaiquiri-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/7750-the-per-se","The Per Se","William L. Hamilton","","Stir the vodka and the Pineau des Charentes together in a mixing glass, with ice, until chilled. Strain into a cocktail glass that has been rinsed with Grand Marnier. Garnish with gooseberry and lime twist (squeezed to release its oil)","perse-still-videoSixteenByNine310.jpg","fixed-height"
"/recipes/6385-cranberry-liqueur","Cranberry Liqueur","Jonathan Reynolds","","Boil the cranberries, sugar and 1/2 cup water until the cranberries are soft and start to pop, 5 to 10 minutes. Puree in a food processor and pour into a jar. Add the vodka and cinnamon sticks and refrigerate for at least 3 days and up to several weeks. Strain through a fine sieve before serving.","36.png","pattern-36 fixed-height"
"/recipes/7981-french-75","French 75","William L. Hamilton","","Shake all ingredients, except the Champagne, in a tall shaker filled with ice. Strain and pour into a cold martini glass. Top with Champagne to brim. Garnish with flamed orange twist","32.png","pattern-32 fixed-height"
"/recipes/7271-sir-francis-drake","Sir Francis Drake","William L. Hamilton","","Mix Clamato juice with spices and seasonings. Pour the sherry into an 8-ounce glass filled with ice. Top off with spiced Clamato juice, and garnish with the lemon wedge.","22.png","pattern-22 fixed-height"
"/recipes/12088-bleeding-heart","Bleeding Heart","William L. Hamilton","","Shake all liquid ingredients together with ice, and strain into an 8-ounce highball glass filled with crushed ice. For garnish, thread two skinned tangerine or orange wedges on each of two wooden skewers. Run skewers, crossing, through a lime wedge.","39.png","pattern-39 fixed-height"
"/recipes/8946-apple-martini","Apple Martini","William L. Hamilton","","Combine liquid ingredients in a shaker with ice. Shake until chilled, then strain into an 8-ounce martini glass, and garnish with apple.","47.png","pattern-47 fixed-height"
"/recipes/10465-blood-orange-cabernet-martini","Blood-Orange Cabernet Martini","William L. Hamilton","","Shake liquid ingredients with ice, and strain into a chilled martini glass. Garnish with the flower.","16.png","pattern-16 fixed-height"
"/recipes/9887-wolfs-royal-cream-soda","Wolf's Royal Cream Soda","William L. Hamilton","","Pour vodka into a wine glass filled with ice. Pour cream soda over that. Don't stir. Garnish with a lime slice.","38.png","pattern-38 fixed-height"
"/recipes/11711-mango-mojito","Mango Mojito","John Hyland","","For the mango purée: combine the mango chunks and mango juice in a blender and purée. In a shaker, combine 1 tablespoon purée with the sugar, lime and mint and mash with a muddler or wooden spoon. Add ice and the rums. Cover and shake vigorously. Strain into a chilled martini glass. Garnish with the mango slice.","12.png","pattern-12 fixed-height"
"/recipes/11710-pomegranate-daiquiri","Pomegranate Daiquiri","John Hyland","","Pour the ingredients into a shaker filled partly with ice, shake and pour the contents, unstrained, into a rocks glass. Garnish with pomegranate seeds (optional).","11.png","pattern-11 fixed-height"
"/recipes/9117-the-martini","The Martini","William L. Hamilton","","Chill a 7-ounce martini glass by filling with ice and water. Fill a professional bartender's glass, or a tall 16-ounce glass, two-thirds full with ice. Add gin and vermouth to the bartender's glass, and stir with a long-necked spoon, keeping the spoon close to the side of the glass as you swirl the ice. Stir until the glass frosts, about 20 seconds. Empty the martini glass, and strain the contents of the bartender's glass into it. Garnish with olive.","18.png","pattern-18 fixed-height"
"/recipes/8188-red-lemon","Red Lemon","William L. Hamilton","","Mix ingredients together. Serve over ice in an Old-Fashioned glass.","39.png","pattern-39 fixed-height"
"/recipes/7508-sparkling-mango","Sparkling Mango","William L. Hamilton","","Pour all liquid ingredients except the Champagne into a mixing glass. Add ice. Shake well for several seconds. Strain into a chilled 5-ounce martini glass, and top to the brim with Champagne. Garnish with a mango slice.","9.png","pattern-9 fixed-height"
"/recipes/6931-southside","Southside","William L. Hamilton","","Combine ingredients in a shaker with ice, and shake. Strain into a double Old-Fashioned glass filled with ice, and garnish with a sprig of mint.","32.png","pattern-32 fixed-height"
"/recipes/5891-yellow-desert-rose","Yellow Desert Rose","William L. Hamilton","","Shake liquors with ice; strain and pour into a 5-ounce Collins glass over fresh ice. Fill glass with orange juice. Top off with a drop of grenadine, and garnish with pineapple, orange and lime slices.","42.png","pattern-42 fixed-height"
"/recipes/9647-classic-margarita","Classic Margarita","Frank J. Prial","","Rub lime slice around outer rim of cocktail glass. Place salt in a dish. Holding glass parallel to dish, coat only the outside with salt. Place glass in refrigerator. Fill a cocktail shaker with ice and add tequila, Cointreau and lime juice. Shake well. Strain into chilled cocktail glass.","48.png","pattern-48 fixed-height"
"/recipes/8687-la-paloma","La Paloma","William L. Hamilton","","Pour tequila over ice in a tall highball or Collins glass. Add lime juice. Add Squirt or substitute. Stir and garnish with a slice of lime.","38.png","pattern-38 fixed-height"
"/recipes/11105-bottinos-sangria","Bottino's Sangria","William L. Hamilton","","Toss the fresh fruit with the lemon zest, sugar and the Recioto or port, and allow the fruit to macerate about an hour. Pour the macerated fruit and its juice into a carafe, and fill with the cold white wine.","6.png","pattern-6 fixed-height"
"/recipes/10851-bellini","Bellini","Nigella Lawson","","Cut peaches into quarters; discard pits. Hold each quarter over mouth of blender, peel off skin, and drop fruit into blender. Blend until very smooth. Measure out 1 cup of puree and chill. Pour prosecco into a large pitcher. Add chilled peach puree, and stir gently. Serve immediately, before mixture separates.","2.png","pattern-2 fixed-height"
"/recipes/10769-red-snapper-bloody-mary","Red Snapper (Bloody Mary)","William L. Hamilton","","Add the salt, peppers, Worcestershire sauce and lemon juice to a shaker glass. Add ice, vodka and tomato juice. Shake, pour into a highball glass, garnish if you wish, and serve.","20.png","pattern-20 fixed-height"
"/recipes/6437-the-vamp","The Vamp","William L. Hamilton","","Shake all ingredients, and strain into a wine glass over ice. Garnish with a flamed orange peel.","38.png","pattern-38 fixed-height"
"/recipes/8990-the-snack-bar-pitcher","The Snack Bar Pitcher","William L. Hamilton","","Fill a pitcher (at least 32 ounces) with ice cubes. Crush raspberries; mix with vodka and créme de framboise. Separately, mix grapefruit juice with sparkling wine. Add both mixtures to pitcher, garnish with grapefruit slice and serve.","41.png","pattern-41 fixed-height"
"/recipes/8111-the-bone","The Bone","William L. Hamilton","","Mix all ingredients in a cocktail shaker with ice. Shake well. Serve straight up in a shot glass.","12.png","pattern-12 fixed-height"
"/recipes/7546-mango-batido","Mango Batido","Jonathan Reynolds","","Place all ingredients in a blender and process until smooth. Pour into a 10-ounce glass and serve immediately.","47.png","pattern-47 fixed-height"
"/recipes/7450-silver-king","Silver King","William L. Hamilton","","Place all the ingredients except the soda water and orange slice in a cocktail shaker filled with ice. Shake until the egg white froths. Pour into a collins glass filled with ice. Top with soda water and garnish with a slice of orange.","1.png","pattern-1 fixed-height"
"/recipes/6589-singapore-sling","Singapore Sling","William L. Hamilton","","Fill a pint glass with ice. Add liquors. Fill nearly to brim with sour mix. Add two splashes of soda plus a dash of lime juice. Pour in a shaker, shake to chill. Return to glass and garnish.","40.png","pattern-40 fixed-height"
"/recipes/8822-town-plum","Town Plum","William L. Hamilton","","Shake strained liquid ingredients lightly with ice. Pour into a deep tumbler. Garnish with grapes sliced in half. Stir.","23.png","pattern-23 fixed-height"
"/recipes/7934-shanghai-cosmo","Shanghai Cosmo","William L. Hamilton","","Shake liquid ingredients with ice in a shaker. Strain into a martini glass. Garnish with lemon twist.","35.png","pattern-35 fixed-height"
"/recipes/7198-the-incredible-hulk","The Incredible Hulk","William L. Hamilton","","Fill glass with ice. Pour the first layer, the Hennessy. Pour the second layer, the Hpnotiq. Garnish with three cherries and a sip stick.","49.png","pattern-49 fixed-height"
"/recipes/5963-bella-donna","Bella Donna","William L. Hamilton","","Rim martini glass with sugar mix. Shake rum, amaretto and sour mix with ice. Strain into glass and serve.","14.png","pattern-14 fixed-height"
"/recipes/11821-french-martini","French Martini","William L. Hamilton","","Line martini glass with green apples, with the skins coated with fleur de sel. Mix vodka, Chambord and juice in a shaker with ice; chill and strain into glass. Shake cider till it foams and pour on top.","22.png","pattern-22 fixed-height"
"/recipes/11385-hendricks-gin-gibson","Hendrick's Gin Gibson","William L. Hamilton","","Chill martini glass. Fill shaker with ice. Pour in gin. Add vermouth. Cover and shake. Put several cocktail onions on a stick and place in chilled glass. Pour cocktail over onions and serve.","36.png","pattern-36 fixed-height"
"/recipes/11669-tablatini","Tablatini","William L. Hamilton","","In medium saucepan, simmer pineapple juice with chopped lemon grass for 15 minutes; let cool. Strain into a jar, and chill. Spear the pineapple wedges with the halved lemon grass stalks. To a pitcher with ice, add pineapple juice, vodka and lime juice. Mix, and strain into 4 chilled martini glasses. Add pineapple-wedge garnish.","20.png","pattern-20 fixed-height"
"/recipes/11406-the-old-fashioned","The Old-Fashioned","Toby Cecchini","","In a double-rocks (old-fashioned) glass combine sugar and bitters. Add a couple of teaspoons of hot water, and stir together until sugar is dissolved. Add orange slice, and mull until well mixed. Fill glass with ice, and top with bourbon, stir well. Garnish with lemon peel, twisted to release oil, and cherry.","7.png","pattern-7 fixed-height"
"/recipes/10645-sake-sunrise","Sake Sunrise","William L. Hamilton","","Combine dry ingredients in a closeable basket strainer. Immerse in hot sake and steep two hours. Add room-temperature sake, and leave in a cool place (40 to 55 degrees). Infuse (strainer in liquid) for one week. Remove strainer. Serve chilled, shaken with ice. Sake will keep one week, refrigerated.","46.png","pattern-46 fixed-height"
"/recipes/10413-the-negroni","The Negroni","Toby Cecchini","","In a shaker filled with ice, combine liquid ingredients. Stir until exterior beads with frost. Strain into chilled cocktail glass; garnish with orange slice, lemon twist or both.","14.png","pattern-14 fixed-height"
"/recipes/11534-cuba-libre","Cuba Libre","Jesse Mckinley","","Mix the Coca-Cola, rum and gin in a highball glass. Add the bitters, and squeeze in the juice from the lime. Top off with the club soda to add bubbles.","35.png","pattern-35 fixed-height"
"/recipes/11055-manhattan","Manhattan","William L. Hamilton","","Shake one or two drops of bitters into a cocktail glass, gently twisting the glass from side to side. Shake out excess, leaving only the residue. Mix bourbon or rye with sweet vermouth in a mixing glass. Add ice. Shake well. Strain contents into cocktail glass. Add cherry or lemon.","6.png","pattern-6 fixed-height"
"/recipes/10664-mello-jell-o-shot","Mello Jell-O Shot","William L. Hamilton","","Heat 1 cup Midori with 3 sheets gelatin until dissolved. Cool. Add remaining Midori. For each drink, pour 1 1/2 ounces into a cordial glass. Leave 20 minutes in freezer. Blend 1 cup watermelon juice with 1/2 cup simple syrup and 5 sheets gelatin. Heat until dissolved. Cool. Add remaining watermelon juice and vodka. Pour 1 1/2 ounces to fill each glass. Dried currants soaked in crème de cassis can be added before it sets.","15.png","pattern-15 fixed-height"
"/recipes/6420-gin-and-tonic","Gin And Tonic","Toby Cecchini","","Knead 4 of the limes on a cutting board, then juice. Slice used rinds into thin strips. In large pitcher, combine gin and rinds, and muddle for two minutes. Add lime juice, and let stand for five minutes. Fill pitcher halfway with ice. Slowly add tonic. Mix carefully, and pour into tall, chilled highball glasses. Garnish with lime rounds cut from the remaining lime.","21.png","pattern-21 fixed-height"
"/recipes/9646-mojito","Mojito","William L. Hamilton","","Muddle (crush with a pestle) the mint with the lime juice in the bottom of a tall cocktail glass. Add the rum, sugar, crushed ice and soda. Cover and shake, and uncover, serving with a lime wedge.","47.png","pattern-47 fixed-height"
"/recipes/11551-the-bombardier","The Bombardier","William L. Hamilton","","Shake liquid ingredients in a shaker, and pour into a highball glass over ice. Float the mint leaf.","2.png","pattern-2 fixed-height"
"/recipes/11068-red-wine-caipirinha","Red-Wine Caipirinha","Jesse Mckinley","","In a highball glass, muddle the sugar and the lime wedges. Fill the glass with ice cubes. Pour the wine into the glass. Stir well, and serve.","19.png","pattern-19 fixed-height"
"/recipes/10651-the-white-cosmopolitan","The White Cosmopolitan","Jesse Mckinley","","Shake ingredients with ice. Strain into a martini glass. Garnish with an edible orchid, if desired.","2.png","pattern-2 fixed-height"
"/recipes/9695-long-island-iced-tea","Long Island Iced Tea","William L. Hamilton","","In a shaker, mix all ingredients except Coke and sour mix; shake, and pour into a 12-ounce glass with ice. Top up glass to 1/2 inch from top with sour mix. Add Coke until drink is the color of weak iced tea. Garnish with a lemon wedge.","46.png","pattern-46 fixed-height"
"/recipes/11535-sidecar","Sidecar","William L. Hamilton","","Shake ingredients with ice. Strain into a glass. For a sugar rim, swipe the rim with a lemon wedge; dab with sugar.","36.png","pattern-36 fixed-height"
"/recipes/11028-loco-rumba","Loco Rumba","Michael Caruso","","Pour rum over ice in a wineglass. Add Loco Mango; 3 1/2 ounces is about half the bottle. Add grenadine for color. Garnish with wedges of lime or lemon or both. Serve with mariachi music.","29.png","pattern-29 fixed-height"
"/recipes/12053-legare-street-punch","Legare Street Punch","Horacio Silva","This recipe is adapted from ''Faithfully Charleston,'' a cookbook released by St. Michael's Episcopal Church in Charleston, S.C. It is named for a historic street downtown that honored Solomon Legare, a Huguenot silversmith and Charleston businessman. Regardless of its genteel roots, this punch will be equally at home in a Dixie cup or a silver punch bowl. Either way, drink it over ice, and add an orange slice for good measure.","Chill the liquor and the club soda. Blend all the ingredients except the club soda in a punch bowl, stirring until the juices thaw. Just before serving, add the club soda and ice, and garnish with the orange slices. Ladle the mixture into punch cups.","4.png","pattern-4 fixed-height"
"/recipes/11555-bemelmans-barter","Bemelmans Barter","Warren St. John","","In a mixing glass, combine the Cognac, Curaçao, pineapple juice and Angostura bitters. Add ice and mix well. Strain drink into a chilled cocktail glass. Lightly dust with nutmeg. Holding the orange twist with tongs, touch a flame to it so the oil in the skin briefly lights. Add to glass and serve.","6.png","pattern-6 fixed-height"
"/recipes/11556-truffle-martini","Truffle Martini","Warren St. John","","Put Cognac, lime juice and Grand Marnier in shaker with ice. Add two slices of black truffle. Shake well to extract flavor from truffle. Strain into a chilled martini glass. Garnish with 5 slices of black truffle, and serve.","7.png","pattern-7 fixed-height"
"/recipes/11557-pear-cobbler","Pear Cobbler","Warren St. John","","Put lemon juice, egg white and confectioners' sugar in cocktail shaker full of ice. Shake or stir vigorously. Add pear liqueur and triple sec. Shake or stir until frothy on top. Pour into chilled martini glass, and float pear slice on top.","8.png","pattern-8 fixed-height"
"/recipes/9001-grenadine-punch","Grenadine Punch","William Norwich","","Combine the tequila, grenadine and lime juice in a bowl and mix. Add the ice and stir until it chills the punch. Serve.","2.png","pattern-2 fixed-height"
"/recipes/8456-michelada","Michelada","Tim Weiner","And just what is in a michelada? In Mexico City, it consists of fresh lime juice, a trinity of Tabasco, Worcestershire and soy sauces, a pinch of black pepper and maybe (or maybe not) a dash of Maggi, the seasoning usually used for soups and stews. This mix makes up two or three fingers' worth of a tall glass. That glass needs ice in it. It needs beer. And it needs drinking. At least, I certainly think it does. It might sound like a hangover recipe, but to me it tastes like malted manna.","Squeeze the juice from the lime and reserve. Salt the rim of a highball glass by rubbing it with the lime and dipping it in coarse salt. Fill with ice. Add lime juice, Worcestershire, soy sauce, Tabasco, pepper and Maggi, if desired. Pour in beer, stir and serve, adding more beer as you sip.","7.png","pattern-7 fixed-height"
"/recipes/9618-kir-royales","Kir Royales","Amanda Hesser","","Fill the bottom of 6 Champagne glasses with 1/2 tablespoon Cassis. Pop open a bottle of Champagne and divide among the glasses. The color of the drink should be a sunset pink. Garnish with lemon twists.","19.png","pattern-19 fixed-height"
