"ingredient.group","ingredient.subgroup","ingredient","as.written"
"Pantry","Herb-Mint","Mint","mint leaves, plus a sprig for garnish"
"Pantry","Herb-Mint","Mint","leaves fresh mint"
"Pantry","Herb-Mint","Mint","mint leaves, crushed"
"Pantry","Herb-Mint","Mint","mint sprig and cucumber slice, for garnish"
"Pantry","Herb-Mint","Mint","cup packed mint leaves, no stems, plus 6 sprigs for garnish"
"Pantry","Herb-Mint","Mint","leaves of fresh mint"
"Pantry","Herb-Mint","Mint","ounce mint leaves, torn in half"
"Pantry","Herb-Mint","Mint","fresh mint leaf for garnish"
"Pantry","Herb-Mint","Mint","large mint leaves"
"Pantry","Herb-Mint","Mint","sprigs of young mint"
"Pantry","Herb-Mint","Mint","cup mint leaves"
"Pantry","Herb-Mint","Mint","mint"
"Pantry","Herb-Mixed","Herbs Mixed","cup fresh herbs (like basil, tarragon, thyme, chives or mint) loosely packed and not chopped"
"Pantry","Herb-Oregano","Oregano","sprigs fresh oregano"
"Pantry","Herb-Rosemary","Rosemary","sprig rosemary"
"Pantry","Herb-Rosemary","Rosemary","rosemary sprig, for garnish"
"Pantry","Herb-Rosemary","Rosemary","rosemary sprig for garnish"
"Pantry","Herb-Rosemary","Rosemary","rosemary sprigs, cut into short pieces"
"Pantry","Herb-Spearmint-Extract","Spearmint Extract","teaspoon spearmint or peppermint extract"
"Pantry","Herb-Thyme","Thyme","sprig of thyme"
"Pantry","Herb-Thyme","Thyme","small sprig of fresh thyme, for garnish"
"Pantry","Flower-Hibiscus-Blossom in Syrup","Hibiscus Blossom in Syrup","wild hibiscus blossom in syrup."
"Pantry","Flower-Hibiscus-Blossom in Syrup","Hibiscus Blossom in Syrup","wild hibiscus flower in syrup"
"Pantry","Flower-Dried-Hibiscus","Dried Hibiscus","ounces (about 1 cup) dried hibiscus calyxes also called flor de jamaica, available in latin american stores"
"Pantry","Flower-Dried-Hibiscus","Dried Hibiscus","ounces dried hibiscus"
"Pantry","Flower-Dried-Hibiscus","Dried Hibiscus","cups dried hibiscus flowers"
"Pantry","Honey","Honey","cup honey"
"Pantry","Honey","Honey","teaspoon honey, preferably raw"
"Pantry","Honey","Honey","teaspoon honey"
"Pantry","Honey","Honey","tablespoon honey"
"Pantry","Honey","Honey","teaspoons honey"
"Pantry","Candy-Horehound","Horehound Candy Drops","horehound candy drops (see note)"
"Pantry","Herb-Dried-Horhound","Horhound Dried","tablespoons dried horehound (see note)"
"Pantry","Flower-Hyssop","Hyssop Flower","hyssop flower for garnish"
"Pantry","Ice Cream-Vanilla","Ice Cream Vanilla","12-ounce scoop vanilla ice cream"
"Pantry","Jam-Apricot","Jam Apricot","teaspoon apricot jam"
"Pantry","Juice-Apple","Apple Juice","ounces unsweetened apple juice"
"Pantry","Juice-Clamato","Juice Clamato","ounces mott's clamato juice"
"Pantry","Juice-Concentrate-Orange","Juice Orange Concentrate","6-ounce can frozen orange juice concentrate"
"Pantry","Juice-Concentrate-Pineapple","Juice Pineapple Concentrate","6-ounce can frozen pineapple juice concentrate"
"Pantry","Juice-Cran Tangerine","Ocean Spray Cran-Tangerine Juice","ounces (about 3/4 of a 64-ounce container) ocean spray cran-tangerine juice drink (see note)"
"Pantry","Juice-Cranberry","Cranberry Juice","part cranberry juice"
"Pantry","Juice-Cranberry","Cranberry Juice","ounces cranberry juice"
"Pantry","Juice-Cranberry","Cranberry Juice","tablespoon cranberry juice"
"Pantry","Juice-Cranberry","Cranberry Juice","ounce of cranberry juice"
"Pantry","Juice-Cranberry-White","White Cranberry Juice","ounces white cranberry juice"
"Pantry","Juice-Ginger","Ginger Juice","dash pressed ginger juice"
"Pantry","Juice-Grape","Grape Juice","ounce dark purple grape juice"
"Pantry","Juice-Guanabana","Guanabana Juice","splash of guanabana juice"
"Pantry","Juice-Mango","Mango Juice","ounces canned or bottled mango juice"
"Pantry","Juice-Orange-Concentrate","Orange Juice Concentrate","ounces frozen orange juice concentrate, defrosted"
"Pantry","Juice-Passion Fruit","Passion Fruit Juice","cups passion fruit juice"
"Pantry","Juice-Pineapple","Pineapple Juice","¾ ounce pineapple juice"
"Pantry","Juice-Pineapple","Pineapple Juice","splash of pineapple juice"
"Pantry","Juice-Pineapple","Pineapple Juice","cups pineapple juice"
"Pantry","Juice-Pomegranate","Pomegranate Juice","ounces well-chilled pure pomegranate juice"
"Pantry","Juice-Pomegranate","Pomegranate Juice","ounce pomegranate juice"
"Pantry","Juice-Pomegranate","Pomegranate Juice","cup pomegranate juice"
"Pantry","Juice-Pomegranate","Pomegranate Juice","ounce pomegranate juice (fresh or pom wonderful brand)"
"Pantry","Juice-Tomato","Tomato Juice","ounces of tomato juice (the st. regis uses sacramento tomato juice.)"
"Pantry","Juice-Tomato","Tomato Juice","ounces tomato juice"
"Pantry","Juice-Tomato","Tomato Juice","cup tomato juice"
"Pantry","Juice-Tomato","Tomato Juice","ounces tomato juice (low-sodium tomato juice can be used)"
"Pantry","Herb-Lemon Grass","Lemon Grass","stalks fresh lemon grass, 6 coarsely chopped and 2 halved crosswise"
"Pantry","Melon-Watermelon","Watermelon","10-pound watermelon, cut in half lengthwise, from stem"
"Pantry","Melon-Watermelon","Watermelon","ounces watermelon purée"
"Pantry","Melon-Watermelon","Watermelon","small watermelon"
"Pantry","Melon-Watermelon","Watermelon","parts watermelon puree"
"Pantry","Melon-Watermelon","Watermelon","medium-size watermelon"
"Pantry","Melon-Watermelon","Watermelon","inch-wide cubes watermelon"
"Pantry","Melon-Watermelon","Watermelon","ounces fresh watermelon"
"Pantry","Melon-Watermelon","Watermelon","watermelon wedge, for garnish (optional)"
"Pantry","Melon-Watermelon","Watermelon","large watermelon"
"Pantry","Melon-Watermelon","Watermelon","cups watermelon juice"
"Pantry","Melon-Watermelon","Watermelon","cups cubed, seeded watermelon"
"Pantry","Mushroom-Candy Cap","Candy Cap Mushrooms","ounce candy cap mushrooms"
"Pantry","Olive-Oil","Olive Oil","a few drops of extra-virgin olive oil"
"Pantry","Olive-Oil","Olive Oil","teaspoons olive oil"
"Pantry","Olives","Olives","ounces olive juice"
"Pantry","Olives-Green","Olives Cerignola","cup chopped cerignola olives"
"Pantry","Olives-Green","Olives Green","green olive, for garnish"
"Pantry","Olives-Green","Olives Green","green olive"
"Pantry","Olives-Green","Olives Spanish Green Queen","pitted spanish green queen olives, skewered"
"Pantry","Olives-Mixed","Olives Mixed","mixed olives, for serving"
"Pantry","Root-Onion-Red","Onion Red","red onion, very thinly sliced into ribbons"
"Pantry","Root-Onions-Cocktail","Onions Cocktail","cocktail onions"
"Pantry","Orange Flower Water","Orange-Flower Water","tablespoon orange flower water"
"Pantry","Orange Flower Water","Orange-Flower Water","drops orange-flower water"
"Pantry","Peanuts-Roasted","Roasted Peanuts","tablespoons roasted peanuts"
"Pantry","Peppers-Peppadew","Peppers Peppadew","(14 3/4-ounce) jar peppadew peppers (about 20) in brine"
"Pantry","Syrup-Plum-Nectar","Plum Nectar","ounce plum nectar"
"Pantry","Syrup-Pomegranate-Molasses","Pomegranate Molasses","ounces pomegranate molasses"
"Pantry","Syrup-Pomegranate-Molasses","Pomegranate Molasses","teaspoon pomegranate molasses"
"Pantry","Pork-Cracklings","Pork Cracklings","pork cracklings"
"Pantry","Root-Potatoes-Sweet-Canned","Canned Sweet Potatoes","8-ounce can diced sweet potatoes in light syrup"
"Pantry","Powder-Cocoa","Cocoa Powder","tsp. cocoa powder"
"Pantry","Powder-Hot Chocolate","Hot Chocolate","cups hot chocolate"
"Pantry","Preserves-Apricot","Preserves Apricot","teaspoon apricot preserves"
"Pantry","Preserves-Raspberry","Preserves Raspberry","teaspoons raspberry preserves"
"Pantry","Punch-Hawaiian","Hawaiian Punch","ounces hawaiian punch"
"Pantry","Punch-Watermelon","Watermelon Punch","ounces watermelon punch (see recipe)"
"Pantry","Purée-Passion Fruit","Passion Fruit Purée","ounce fresh unsweetened passion fruit purée or juice"
"Pantry","Purée-Passion Fruit","Passion Fruit Purée","ounce (2 tablespoons) passion fruit purée (if frozen, thaw first)"
"Pantry","Purée-Passion Fruit","Passion Fruit Purée","ounces passion fruit purée (see note)"
"Pantry","Root-Garlic","Garlic","clove peeled garlic"
"Pantry","Root-Ginger","Ginger","candied ginger, for garnish"
"Pantry","Root-Ginger","Ginger","pieces fresh ginger, peeled"
"Pantry","Root-Ginger","Ginger","2-inch pieces of peeled ginger"
"Pantry","Root-Ginger","Ginger","teaspoon ground ginger"
"Pantry","Root-Ginger","Ginger","small piece of fresh peeled ginger"
"Pantry","Root-Ginger","Ginger","slice fresh ginger (for garnish)"
"Pantry","Root-Ginger","Ginger","slices fresh ginger, slivered, juiced in garlic press"
"Pantry","Root-Ginger","Ginger","inch piece of ginger"
"Pantry","Root-Ginger","Ginger","teaspoon ginger"
"Pantry","Root-Ginger-Candied","Candied Ginger","piece of candied ginger, for garnish"
"Pantry","Root-Ginger-Candied","Candied Ginger","tablespoon candied ginger, finely chopped"
"Pantry","Root-Ginger-Candied","Candied Ginger","slices crystallized ginger, for garnish"
"Pantry","Root-Horseradish","Horseradish","cup fresh horseradish, peeled and chopped"
"Pantry","Root-Horseradish","Horseradish","dash of freshly grated horseradish"
"Pantry","Root-Horseradish","Horseradish","ounces fresh horseradish root"
"Pantry","Root-Shallot","Shallot","teaspoons finely chopped shallot"
"Pantry","Salt","Course Salt","coarse salt"
"Pantry","Salt","Kosher Salt","pinch kosher salt"
"Pantry","Salt","Kosher Salt","teaspoon kosher salt, plus pinch"
"Pantry","Salt","Kosher Salt","kosher salt"
"Pantry","Salt","Kosher Salt","teaspoon kosher salt"
"Pantry","Salt","Kosher Salt","teaspoon kosher salt, or to taste"
"Pantry","Salt","Salt","pinch of salt"
"Pantry","Salt","Salt","salt"
"Pantry","Salt","Salt","pinch salt"
"Pantry","Salt","Salt","mixture of salt and sugar for glass rims"
"Pantry","Salt","Salt","teaspoon salt"
"Pantry","Salt","Salt","dash of salt"
"Pantry","Salt","Salt","salt to taste"
"Pantry","Salt","Salt","dashes of salt"
"Pantry","Salt","Salt","dashes salt"
"Pantry","Salt","Sea Salt","small pinch sea salt"
"Pantry","Salt","Sea Salt","coarse sea salt"
"Pantry","Salt","Sea Salt","pinch of fleur de sel"
"Pantry","Salt-Celery","Celery Salt","celery salt"
"Pantry","Salt-Celery","Celery Salt","pinch celery salt"
"Pantry","Salt-Celery","Celery Salt","dash each of celery salt,black pepper,tabasco and freshly grated horseradish"
"Pantry","Salt-Seasoned","Salt Lawry’s Seasoned","shakes lawry’s seasoned salt, more for garnish"
"Pantry","Sauce-Hot-Mexican","Sauce Mexican Hot","teaspoon mexican hot sauce"
"Pantry","Sauce-Ketchup","Ketchup","tablespoons ketchup"
"Pantry","Sauce-Soy","Soy Sauce","tablespoons soy sauce"
"Pantry","Sauce-Soy","Soy Sauce","dash soy sauce"
"Pantry","Sauce-Tabasco","Tabasco Sauce","dashes tabasco sauce"
"Pantry","Sauce-Tabasco","Tabasco Sauce","tabasco sauce, optional"
"Pantry","Sauce-Tabasco","Tabasco Sauce","dashes tabasco (or to your taste)"
"Pantry","Sauce-Tabasco","Tabasco Sauce","tablespoon tabasco sauce"
"Pantry","Sauce-Tabasco","Tabasco Sauce","dash of tabasco"
"Pantry","Sauce-Tabasco","Tabasco Sauce","dashes of tabasco sauce"
"Pantry","Sauce-Tabasco","Tabasco Sauce","dash tabasco sauce"
"Pantry","Sauce-Worcestershire","Worcestershire Sauce","teaspoon worcestershire sauce"
"Pantry","Sauce-Worcestershire","Worcestershire Sauce","tablespoons worcestershire sauce"
"Pantry","Sauce-Worcestershire","Worcestershire Sauce","dashes worcestershire sauce"
"Pantry","Sauce-Worcestershire","Worcestershire Sauce","dashes worcestershire sauce (about 1/4 teaspoon)"
"Pantry","Soda-Club","Club Soda","club soda"
"Pantry","Soda-Club","Club Soda","splash of club soda"
"Pantry","Soda-Club","Club Soda","ounces club soda"
"Pantry","Soda-Club","Club Soda","cup chilled club soda"
"Pantry","Soda-Club","Club Soda","ounce club soda"
"Pantry","Soda-Club","Club Soda","tablespoons club soda"
"Pantry","Soda-Club","Club Soda","dash of club soda (optional)"
"Pantry","Soda-Club","Club Soda","club soda, to top mint sprig"
"Pantry","Soda-Club","Club Soda","dash of club soda"
"Pantry","Soda-Club","Club Soda","1-liter bottles club soda"
"Pantry","Soda-Club","Club Soda","about 8 ounces club soda"
"Pantry","Soda-Cola","Coca-Cola","ounces coca-cola"
"Pantry","Soda-Cola","Coca-Cola","splash of coke"
"Pantry","Soda-Cola","Cola","ounces cola"
"Pantry","Soda-Cream","Cream Soda","ounces dr. brown's cream soda"
"Pantry","Soda-Elderflower Cordial","Elderflower Cordial","ounce elderflower cordial"
"Pantry","Soda-Ginger-Ale","Ginger Ale","8-ounce can of ginger ale"
"Pantry","Soda-Ginger-Ale","Ginger Ale","ounces ginger ale or 7up"
"Pantry","Soda-Ginger-Ale","Ginger Ale","splash of ginger ale"
"Pantry","Soda-Ginger-Ale","Ginger Ale","ounces ginger ale"
"Pantry","Soda-Ginger-Ale","Ginger Ale","ginger ale (about 6 ounces)"
"Pantry","Soda-Ginger-Ale","Ginger Ale","cup ginger ale"
"Pantry","Soda-Ginger-Beer","Ginger Beer","ounces ginger beer"
"Pantry","Soda-Ginger-Beer","Ginger Beer","ounces, approximately, cold ginger beer"
"Pantry","Soda-Ginger-Beer","Ginger Beer","ginger beer"
"Pantry","Soda-Ginger-Beer","Ginger Beer","4-6 ounces fresh ginger beer."
"Pantry","Soda-Ginger-Beer","Ginger Beer","ounces (3 tablespoons) ginger beer"
"Pantry","Soda-Ginger-Beer","Ginger Beer","about 4 ounces gosling’s stormy ginger beer (or other ginger beer)"
"Pantry","Soda-Ginger-Beer","Ginger Beer","ginger beer, to top"
"Pantry","Soda-Ginger-Beer","Ginger Beer","12-ounce bottles ginger beer"
"Pantry","Soda-Ginger-Beer","Ginger Beer","ounces aj stephans ginger beer"
"Pantry","Soda-Grapefruit","Mexican Squirt Soda","ounces mexican squirt soda (or 1 ounce freshly squeezed grapefruit juice and 3 ounces 7up)"
"Pantry","Soda-Lemon Lime","7up","ounce of 7up"
"Pantry","Soda-Lemon Lime","Soda Lemon-Lime","ounces lemon-lime soda"
"Pantry","Soda-Lemon Lime","Sprite","ounces sprite, or as needed"
"Pantry","Soda-Malt","Malta","ounces malta (carbonated malt beverage)"
"Pantry","Soda-Mango","Loco Mango","ounces of loco mango"
"Pantry","Soda-Orange","Orange Soda","oz. san pellegrino aranciata or orange soda"
"Pantry","Soda-Red Bull","Red Bull","ounces red bull"
"Pantry","Soda-Tonic Water","Tonic Water","1-6 8/10-ounce bottle fever-tree tonic"
"Pantry","Soda-Tonic Water","Tonic Water","tonic water"
"Pantry","Soda-Tonic Water","Tonic Water","10-ounce bottle schweppes tonic, cold"
"Pantry","Soda-Tonic Water","Tonic Water","bottle fever-tree mediterranean tonic"
"Pantry","Soda-Tonic Water","Tonic Water","ounces tonic water, or to taste"
"Pantry","Soda-Tonic Water","Tonic Water","liter tonic water, chilled"
"Pantry","Soda-Tonic Water","Tonic Water","ounces tonic"
"Pantry","Soda-Tonic Water","Tonic Water","ounces tonic water"
"Pantry","Soda-Water","Seltzer Water","generous splash of seltzer"
"Pantry","Soda-Water","Seltzer Water","seltzer"
"Pantry","Soda-Water","Seltzer Water","seltzer or sparkling water"
"Pantry","Soda-Water","Seltzer Water","liter seltzer, chilled."
"Pantry","Soda-Water","Seltzer Water","chilled seltzer"
"Pantry","Soda-Water","Seltzer Water","ounces chilled seltzer"
"Pantry","Soda-Water","Seltzer Water","seltzer or club soda"
"Pantry","Soda-Water","Seltzer Water","ounces seltzer"
"Pantry","Soda-Water","Seltzer Water","seltzer or club soda, chilled"
"Pantry","Soda-Water","Seltzer Water","soda or seltzer"
"Pantry","Soda-Water","Soda Water","splash of soda water (optional)"
"Pantry","Soda-Water","Soda Water","soda water, to top"
"Pantry","Soda-Water","Soda Water","cups cold soda water"
"Pantry","Soda-Water","Soda Water","soda"
"Pantry","Soda-Water","Soda Water","ounces soda water"
"Pantry","Soda-Water","Soda Water","ounce soda water"
"Pantry","Soda-Water","Soda Water","ounce of soda water"
"Pantry","Soda-Water","Sparkling Water","ounces (2 cups) chilled sparkling water"
"Pantry","Soda-Water","Sparkling Water","sparkling water"
"Pantry","Soda-Water","Sparkling Water","ounces sparkling water"
"Pantry","Sorbet-Lemon","Sorbet Lemon","pint lemon sorbet"
"Pantry","Sorbet-Mango","Sorbet Mango","32-ounce scoops mango sorbet"
"Pantry","Sorbet-White Peach","Sorbet White Peach","ounces white peach sorbet, roughly 2 scoops"
"Pantry","Spice-Allspice","Allspice","whole allspice berries"
"Pantry","Spice-Allspice","Allspice","teaspoon ground allspice"
"Pantry","Spice-Allspice","Allspice","allspice berries, coarsely cracked optional"
"Pantry","Spice-Allspice","Allspice","ounces allspice liqueur"
"Pantry","Spice-Allspice","Allspice","allspice berries"
"Pantry","Spice-Cardamom","Cardamom","pinch of ground cardamom"
"Pantry","Spice-Cardamom","Cardamom","whole cardamom pods"
"Pantry","Spice-Cardamom","Cardamom","tablespoons whole cardamom pods"
"Pantry","Spice-Cardamom","Cardamom","cardamom pods"
"Pantry","Spice-Cayenne","Cayenne Pepper","dashes of cayenne pepper"
"Pantry","Spice-Cayenne","Cayenne Pepper","dashes cayenne pepper"
"Pantry","Spice-Cayenne","Cayenne","teaspoon cayenne"
"Pantry","Spice-Celery Seeds","Celery Seeds","teaspoons celery seeds"
"Pantry","Spice-Celery Seeds","Celery Seeds","tablespoon celery seed"
"Pantry","Spice-Chili Powder","Ancho-Chili Powder","teaspoons ancho-chili powder"
"Pantry","Spice-Chipotle","Chipotle Powder","teaspoon chipotle powder, or to taste"
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon stick, for garnish"
"Pantry","Spice-Cinnamon","Cinnamon","sticks cinnamon."
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon sticks"
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon stick, or pinch ground cinnamon, for garnish"
"Pantry","Spice-Cinnamon","Cinnamon","2-inch cinnamon sticks"
"Pantry","Spice-Cinnamon","Cinnamon","small cinnamon stick"
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon sticks, 2 inches long"
"Pantry","Spice-Cinnamon","Cinnamon","teaspoon ground cinnamon"
"Pantry","Spice-Cinnamon","Cinnamon","sticks cinnamon"
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon stick, about 4 inches long"
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon stick"
"Pantry","Spice-Cinnamon","Cinnamon","large cinnamon sticks"
"Pantry","Spice-Cinnamon","Cinnamon","ground cinnamon garnish"
"Pantry","Spice-Cinnamon","Cinnamon","cinnamon, for shaking"
"Pantry","Spice-Cinnamon","Cinnamon","ground cinnamon for garnish"
"Pantry","Spice-Cloves","Cloves","whole cloves"
"Pantry","Spice-Cloves","Cloves","cloves"
"Pantry","Spice-Cloves","Cloves","teaspoon ground cloves"
"Pantry","Spice-Cloves","Cloves","dozen whole cloves"
"Pantry","Spice-Cloves","Cloves","teaspoon whole cloves"
"Pantry","Spice-Cloves","Cloves","clove"
"Pantry","Spice-Coriander","Coriander","tablespoons coriander"
"Pantry","Spice-Coriander","Coriander","coriander seeds"
"Pantry","Spice-Grains of Paradise","Grains of Paradise","teaspoon coarsely ground grains of paradise, more for garnish"
"Pantry","Spice-Juiper Berries","Juniper Berries","juniper berries"
"Pantry","Spice-Juiper Berries","Juniper Berries","juniper berries, bruised"
"Pantry","Spice-Mace","Mace","tablespoon ground mace"
"Pantry","Spice-Mulling","Spices Mulling","teaspoon mulling spices, or any combination of whole allspice, cloves, cardamom pods and dried or fresh orange peel"
"Pantry","Spice-Nutmeg","Nutmeg","whole nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","nutmeg for garnishing"
"Pantry","Spice-Nutmeg","Nutmeg","dash of grated nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","dash of ground nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","whole nutmeg, or pinch ground nutmeg, for garnish"
"Pantry","Spice-Nutmeg","Nutmeg","grated nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","teaspoon ground nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","pinch ground nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","nutmegs"
"Pantry","Spice-Nutmeg","Nutmeg","nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","fresh nutmeg"
"Pantry","Spice-Nutmeg","Nutmeg","grated nutmeg, for shaking"
"Pantry","Spice-Nutmeg","Nutmeg","freshly grated nutmeg, for garnish"
"Pantry","Spice-Nutmeg","Nutmeg","freshly grated nutmeg"
"Pantry","Spice-Paprika","Hot Hungarian Paprika","tablespoon hot hungarian paprika (see note)"
"Pantry","Spice-Pepper-Black","Black Pepper","freshly ground black pepper, for rim 1/2 lime, cut into sections"
"Pantry","Spice-Pepper-Black","Black Pepper","freshly ground black pepper, for garnish (optional)"
"Pantry","Spice-Pepper-Black","Black Pepper","peppercorns"
"Pantry","Spice-Pepper-Black","Black Pepper","kosher salt and freshly ground black pepper"
"Pantry","Spice-Pepper-Black","Black Pepper","dash of black pepper"
"Pantry","Spice-Pepper-Black","Black Pepper","dashes of black pepper"
"Pantry","Spice-Pepper-Black","Black Pepper","pinch black pepper"
"Pantry","Spice-Pepper-Black","Black Pepper","tablespoons black peppercorns"
"Pantry","Spice-Pepper-Black","Black Pepper","dashes black pepper"
"Pantry","Spice-Pepper-Pink","Pink Pepper","teaspoons pink peppercorns, crushed in a mortar"
"Pantry","Spice-Red Pepper Flakes","Red Pepper Flakes","pinch of red pepper flakes"
"Pantry","Spice-Saffron","Saffron","teaspoon saffron"
"Pantry","Spice-Star Anise","Star Anise","pieces star anise"
"Pantry","Sugar","Demerara Sugar","cup demerara sugar"
"Pantry","Sugar","Demerara Sugar","ounces (2 cups) demerara sugar"
"Pantry","Sugar","Demerara Sugar","grams (1/2 cup) demerara sugar"
"Pantry","Sugar","Demerara Sugar","tsp. demerara sugar"
"Pantry","Sugar","Demerara Sugar","teaspoon demerara sugar"
"Pantry","Sugar","Demerara Sugar","tablespoon demerara or other dark, raw sugar"
"Pantry","Sugar","Demerara Sugar","teaspoons demerara or raw sugar"
"Pantry","Sugar","Sugar Cube","sugar cube"
"Pantry","Sugar","Sugar","cup white sugar"
"Pantry","Sugar","Sugar","teaspoon sugar"
"Pantry","Sugar","Sugar","cups sugar"
"Pantry","Sugar","Sugar","cup sugar"
"Pantry","Sugar","Sugar","grams sugar (1 1/2 cups)"
"Pantry","Sugar","Sugar","granulated sugar, for rim"
"Pantry","Sugar","Sugar","grams granulated sugar (about 3/4 cup)"
"Pantry","Sugar","Sugar","pound sugar"
"Pantry","Sugar","Sugar","superfine or white sugar"
"Pantry","Sugar","Sugar","sugar to taste"
"Pantry","Sugar","Sugar","sugar or agave syrup"
"Pantry","Sugar","Sugar","teaspoons sugar"
"Pantry","Sugar","Sugar","tablespoons sugar"
"Pantry","Sugar","Sugar","tablespoons granulated sugar"
"Pantry","Sugar","Sugar","cup plus 1 teaspoon sugar"
"Pantry","Sugar","Sugar","tablespoon sugar"
"Pantry","Sugar","Sugar","tsp. sugar"
"Pantry","Sugar","Sugar","cup plus 1 tablespoon sugar"
"Pantry","Sugar","Sugar","cup plus 2 tablespoons sugar"
"Pantry","Sugar","Sugar","teaspoons granulated sugar"
"Pantry","Sugar","Sugar","ounce sugar"
"Pantry","Sugar","Sugar","cup granulated sugar"
"Pantry","Sugar","Superfine Sugar","cup superfine sugar"
"Pantry","Sugar","Superfine Sugar","teaspoons superfine sugar"
"Pantry","Sugar","Superfine Sugar","teaspoon superfine sugar"
"Pantry","Sugar","Superfine Sugar","pound superfine sugar"
"Pantry","Sugar","Superfine Sugar","cup (4 ounces) superfine sugar"
"Pantry","Sugar","Superfine Sugar","teaspoon superfine sugar, plus extra for frosting glass"
"Pantry","Sugar","Superfine Sugar","tablespoon superfine sugar"
"Pantry","Sugar","Superfine Sugar","ounces superfine sugar"
"Pantry","Sugar","Superfine Sugar","superfine sugar"
"Pantry","Sugar","Superfine Sugar","teaspoon of superfine sugar"
"Pantry","Sugar","Superfine Sugar","teaspoon superfine sugar or 2 tablespoons simple syrup"
"Pantry","Sugar","Superfine Sugar","teaspoon extra-fine granulated sugar"
"Pantry","Sugar","Turbinado Sugar","teaspoon turbinado sugar"
"Pantry","Sugar-Brown","Dark Brown Sugar","cup dark brown sugar"
"Pantry","Sugar-Brown","Dark Brown Sugar","cups dark brown sugar"
"Pantry","Sugar-Brown","Dark Brown Sugar","pinch dark-brown sugar"
"Pantry","Sugar-Brown","Light Brown Sugar","cup light brown sugar"
"Pantry","Sugar-Brown","Light Brown Sugar","cup light brown sugar, more to taste"
"Pantry","Sugar-Brown","Sugar Brown","tablespoon brown sugar"
"Pantry","Sugar-Brown","Sugar Brown","teaspoon brown sugar"
"Pantry","Sugar-Cinnamon","Cinnamon Sugar","cinnamon sugar"
"Pantry","Sugar-Ginger","Sugar Ginger","ginger sugar (seal 6 ounces turbinado sugar with 1 ounce fresh ginger root in a jar for a week; shake the jar every day)"
"Pantry","Sugar-Powdered","Confectioners' Sugar","teaspoon confectioners' sugar"
"Pantry","Sugar-Powdered","Confectioners’ Sugar","tablespoon confectioners’ sugar"
"Pantry","Sugar-Powdered","Sugar Powdered","cup powdered sugar, sifted"
"Pantry","Syrup-Agave","Agave Syrup","ounce agave syrup"
"Pantry","Syrup-Agave","Agave Syrup","teaspoon agave syrup"
"Pantry","Syrup-Agave","Agave Syrup","ounces agave syrup*"
"Pantry","Syrup-Agave","Agave Syrup","agave syrup (or honey) and finely crumbled gingersnap cookies, for rimming the glass"
"Pantry","Syrup-Agave-Nectar","Agave Nectar","ounce agave nectar"
"Pantry","Syrup-Chamomile","Chamomile Syrup","ounce chamomile syrup (see note)"
"Pantry","Syrup-Cinnamon","Cinnamon Syrup","teaspoon cinnamon simple syrup"
"Pantry","Syrup-Cinnamon-Burnt","Burnt Cinnamon Syrup","ounce burnt cinnamon simple syrup"
"Pantry","Syrup-Clementine-Spiced","Spiced Clementine Syrup","part spiced clementine syrup"
"Pantry","Syrup-Dark Amber","Dark Amber Syrup","ounce dark amber syrup"
"Pantry","Syrup-Fennel","Fennel Syrup","ounce fennel syrup"
"Pantry","Syrup-Ginger","Ginger Syrup","ounce ginger syrup (see note)"
"Pantry","Syrup-Ginger","Ginger Syrup","ounce ginger syrup (brands available at whole foods and many other stores include the ginger people and morris kitchen, of brooklyn)"
"Pantry","Syrup-Ginger","Ginger Syrup","ounce ginger-infused simple syrup (simple syrup macerated with peeled fresh ginger root; 4 ounces ginger will yield one pint; macerate two days)"
"Pantry","Syrup-Hibiscus","Hibiscus Syrup","ounce hibiscus-infused syrup"
"Pantry","Syrup-Hibiscus","Hibiscus Syrup","teaspoon syrup from wild hibiscus flowers (see note)"
"Pantry","Syrup-Honey","Honey Syrup","tablespoon honey syrup (see note)"
"Pantry","Syrup-Lemon Grass Ginger","Lemon-Grass Ginger Syrup","ounce lemon-grass ginger syrup*"
"Pantry","Syrup-Maple","Maple Syrup","teaspoon maple syrup"
"Pantry","Syrup-Maple","Maple Syrup","ounce maple syrup"
"Pantry","Syrup-Maple","Maple Syrup","ounce maple syrup, preferably grade b"
"Pantry","Syrup-Maple","Maple Syrup","scant teaspoon maple syrup"
"Pantry","Syrup-Maple","Maple Syrup","cup maple syrup"
"Pantry","Syrup-Maple","Maple Syrup","ounces maple syrup"
"Pantry","Syrup-Massaman","Massaman Syrup","ounces massaman syrup"
"Pantry","Syrup-Orgeat","Orgeat","½ ounce orgeat"
