"recipe.link","ingredient","ingredient.quantity","ingredient.as.written"
"/recipes/1016215-vin-dorange","Sugar","1 ½","cups sugar"
"/recipes/1016215-vin-dorange","Vanilla Bean","½","vanilla bean, split lengthwise"
"/recipes/1016215-vin-dorange","DROP","",""
"/recipes/1016215-vin-dorange","Cinnamon","1","cinnamon stick, about 4 inches long"
"/recipes/1016215-vin-dorange","House Rosé","2","liters rosé (about 2 1/2 bottles)"
"/recipes/1016215-vin-dorange","House Vodka","","1cup of vodka"
"/recipes/1016215-vin-dorange","House Dark Rum","¼","cup dark rum"
"/recipes/1013721-satsuma-mojito","Lime","2","limes, halved"
"/recipes/1013721-satsuma-mojito","Satsuma","4","Satsumas, halved (see note)"
"/recipes/1013721-satsuma-mojito","Mint","4","sprigs mint, plus extra for garnish"
"/recipes/1013721-satsuma-mojito","10 Cane Rum","1","cup 10 Cane rum"
"/recipes/1013721-satsuma-mojito","Simple Syrup","","¼ cup simple syrup"
"/recipes/1013721-satsuma-mojito","Club Soda","","Club soda"
"/recipes/1013719-butterscotch-scotch-eggnog","Egg","12","large eggs, separated"
"/recipes/1013719-butterscotch-scotch-eggnog","Dark Brown Sugar","1","cup dark brown sugar"
"/recipes/1013719-butterscotch-scotch-eggnog","Vanilla Extract","2","teaspoons pure vanilla extract"
"/recipes/1013719-butterscotch-scotch-eggnog","Kosher Salt","½","teaspoon kosher salt, plus pinch"
"/recipes/1013719-butterscotch-scotch-eggnog","Milk","2","cups whole milk"
"/recipes/1013719-butterscotch-scotch-eggnog","House Scotch Whisky","1","cup smoky Scotch whisky"
"/recipes/1013719-butterscotch-scotch-eggnog","House Brandy","½","cup brandy"
"/recipes/1013719-butterscotch-scotch-eggnog","Cream","2","cups heavy cream"
"/recipes/1013719-butterscotch-scotch-eggnog","Sugar","4","tablespoons granulated sugar"
"/recipes/1013719-butterscotch-scotch-eggnog","Nutmeg","","Grated nutmeg"
"/recipes/1013704-mandarin-punch","Sugar","2","cups sugar"
"/recipes/1013704-mandarin-punch","Cloves","2","dozen whole cloves"
"/recipes/1013704-mandarin-punch","Cinnamon","2","large cinnamon sticks"
"/recipes/1013704-mandarin-punch","Orange","2","cups orange juice"
"/recipes/1013704-mandarin-punch","Lemon","¼","cup lemon juice"
"/recipes/1013704-mandarin-punch","Lime","¼","cup lime juice"
"/recipes/1013704-mandarin-punch","Candied Ginger","1","tablespoon candied ginger, finely chopped"
"/recipes/1013704-mandarin-punch","Mint","2","tablespoons fresh mint leaves, slivered"
"/recipes/1013704-mandarin-punch","Spearmint Extract","½","teaspoon spearmint or peppermint extract"
"/recipes/1013704-mandarin-punch","Club Soda","","Club soda"
"/recipes/1013709-rock-and-rye-toddy","Wild Turkey","1","liter rye whiskey, preferably Wild Turkey 101"
"/recipes/1013709-rock-and-rye-toddy","Cinnamon","3","cinnamon sticks"
"/recipes/1013709-rock-and-rye-toddy","Horehound Candy Drops","8","horehound candy drops (see note)"
"/recipes/1013709-rock-and-rye-toddy","Cloves","1","teaspoon whole cloves"
"/recipes/1013709-rock-and-rye-toddy","Lemon Peel Dried","2","tablespoons dried lemon peel (see note)"
"/recipes/1013709-rock-and-rye-toddy","Orange Peel Dried","2","tablespoons dried orange peel (see note)"
"/recipes/1013709-rock-and-rye-toddy","Horhound Dried","3","tablespoons dried horehound (see note)"
"/recipes/1013709-rock-and-rye-toddy","Luxardo Cherries","4","ounces of syrup from a jar of Luxardo Marasca cherries, or other cherries in syrup (see note)"
"/recipes/1013709-rock-and-rye-toddy","Lemon","","Lemon peel"
"/recipes/1013714-angostura-sour","Egg","1","egg white"
"/recipes/1013714-angostura-sour","Lime","¾","ounce fresh lime juice"
"/recipes/1013714-angostura-sour","Angostura Aromatic Bitters","1 ½","ounces Angostura bitters"
"/recipes/1013714-angostura-sour","Simple Syrup","1","ounce simple syrup"
"/recipes/1013375-grown-up-granita","Sorbet Lemon","1","pint lemon sorbet"
"/recipes/1013375-grown-up-granita","House Gin","¼ to ½","cup gin"
"/recipes/1013375-grown-up-granita","House Prosecco","½","cup dry Prosecco"
"/recipes/1013375-grown-up-granita","Mint","6 to 8","fresh mint leaves for garnish"
"/recipes/1013703-milk-punch","House Bourbon","½","cup bourbon"
"/recipes/1013703-milk-punch","House Amber Rum","½","cup aged rum or brandy"
"/recipes/1013703-milk-punch","Milk","2","cups milk, plus milk frozen into cubes"
"/recipes/1013703-milk-punch","Maple Syrup","¼","cup maple syrup"
"/recipes/1013703-milk-punch","Nutmeg","","Grated nutmeg"
"/recipes/1013708-original-chatham-artillery-punch","Lemon","8","lemons"
"/recipes/1013708-original-chatham-artillery-punch","Superfine Sugar","1","pound superfine sugar"
"/recipes/1013708-original-chatham-artillery-punch","House Bourbon","","750-milliliter bottle bourbon or rye"
"/recipes/1013708-original-chatham-artillery-punch","House Cognac","","750-milliliter bottle Cognac"
"/recipes/1013708-original-chatham-artillery-punch","House Jamaican Rum","","750-milliliter bottle dark Jamaican rum"
"/recipes/1013708-original-chatham-artillery-punch","House Champagne","3","bottles Champagne or other sparkling wine"
"/recipes/1013708-original-chatham-artillery-punch","Nutmeg","","Nutmeg"
"/recipes/1013713-happy-holidaze","Hot Chocolate","2","cups hot chocolate"
"/recipes/1013713-happy-holidaze","Green Chartreuse","3","tablespoons green Chartreuse"
"/recipes/1013713-happy-holidaze","Cointreau","3","tablespoons Cointreau"
"/recipes/1013702-st-charles-punch","Superfine Sugar","½","teaspoon superfine sugar"
"/recipes/1013702-st-charles-punch","Lemon","1","tablespoon fresh lemon juice"
"/recipes/1013702-st-charles-punch","House V.S.O.P.","1","ounce V.S.O.P. Cognac"
"/recipes/1013702-st-charles-punch","House Ruby Port","2","ounces ruby port"
"/recipes/1013702-st-charles-punch","Orange","","Orange wheel for garnish"
"/recipes/1013702-st-charles-punch","Raspberries","","raspberries for garnish"
"/recipes/1013707-black-velvet","Guinness","3","ounces Guinness stout, chilled"
"/recipes/1013707-black-velvet","House Champagne","3","ounces Champagne or other sparkling wine, chilled"
"/recipes/1013712-pomegranate-winter-punch","Pomegranate","4","pomegranates"
"/recipes/1013712-pomegranate-winter-punch","Lime","","Juice of 3 limes"
"/recipes/1013712-pomegranate-winter-punch","Sugar Brown","1","tablespoon brown sugar"
"/recipes/1013712-pomegranate-winter-punch","House Amber Rum","7","ounces aged rum"
"/recipes/1013712-pomegranate-winter-punch","Star Anise","10","pieces star anise"
"/recipes/1013712-pomegranate-winter-punch","Cinnamon","2","cinnamon sticks"
"/recipes/1013712-pomegranate-winter-punch","Spices Mulling","1","teaspoon mulling spices, or any combination of whole allspice, cloves, cardamom pods and dried or fresh orange peel"
"/recipes/1013712-pomegranate-winter-punch","Dried Figs","4","dried figs, sliced"
"/recipes/1013712-pomegranate-winter-punch","House Red","1","bottle fruity red wine"
"/recipes/1013706-chinaski","House Aquavit","1","ounce aquavit"
"/recipes/1013706-chinaski","Cynar","½","ounce Cynar"
"/recipes/1013706-chinaski","Lemon","½","ounce fresh lemon juice"
"/recipes/1013706-chinaski","Simple Syrup","½","ounce simple syrup"
"/recipes/1013706-chinaski","Preserves Apricot","1","teaspoon apricot preserves"
"/recipes/1013706-chinaski","House Dry Sparkling Wine","","Dry sparkling wine"
"/recipes/1013706-chinaski","Celery","1","thin strip of celery"
"/recipes/1013711-wenzhou-punch","House Bourbon","8","ounces bourbon"
"/recipes/1013711-wenzhou-punch","Satsuma","4","ounces fresh satsuma or tangerine juice"
"/recipes/1013711-wenzhou-punch","Maple Syrup","2","ounces maple syrup"
"/recipes/1013711-wenzhou-punch","Allspice","1","ounces allspice liqueur"
"/recipes/1013700-hot-port-sangaree","House Ruby Port","15","ounces ruby port"
"/recipes/1013700-hot-port-sangaree","Pomegranate Molasses","2","ounces pomegranate molasses"
"/recipes/1013700-hot-port-sangaree","Simple Syrup","3 ½","ounces simple syrup (see note)"
"/recipes/1013700-hot-port-sangaree","Lemon","¾","ounce fresh lemon juice"
"/recipes/1013700-hot-port-sangaree","House Orange Bitters","5","dashes orange bitters"
"/recipes/1013700-hot-port-sangaree","Angostura Aromatic Bitters","3","dashes Angostura bitters"
"/recipes/1013700-hot-port-sangaree","Lemon","12","strips lemon peel, pith removed, for garnish"
"/recipes/1013705-auld-lang","Aperol","¾","ounce Aperol"
"/recipes/1013705-auld-lang","St-Germain","¾","ounce St-Germain"
"/recipes/1013705-auld-lang","Lime","¾","ounce lime juice"
"/recipes/1013705-auld-lang","Rosemary Syrup","¾","ounce rosemary-infused simple syrup (see note)"
"/recipes/1013705-auld-lang","House Dry Sparkling Wine","2","ounces dry sparkling wine"
"/recipes/1013705-auld-lang","Rosemary","","Rosemary sprig for garnish"
"/recipes/1013710-bohemian-spritz","House Dry White","3","ounces dry white wine"
"/recipes/1013710-bohemian-spritz","House Dry Vermouth","½","ounce dry vermouth"
"/recipes/1013710-bohemian-spritz","St-Germain","½","ounce elderflower liqueur"
"/recipes/1013710-bohemian-spritz","House Pine Liqueur","¼","ounce pine liqueur"
"/recipes/1013710-bohemian-spritz","Club Soda","1","ounce club soda"
"/recipes/1013710-bohemian-spritz","House Dry Sparkling Wine","1","ounce dry sparkling wine"
"/recipes/1013710-bohemian-spritz","Grapefruit","1","slice of grapefruit peel for garnish"
"/recipes/1014182-apple-smash","Honeycrisp Apple","2","large apple slices, like Honeycrisp"
"/recipes/1014182-apple-smash","House White Rum","2","ounces white rum"
"/recipes/1014182-apple-smash","Lemon","½","ounce lemon juice"
"/recipes/1014182-apple-smash","Simple Syrup","½","ounce simple syrup"
"/recipes/1014182-apple-smash","Fee Brothers Barrel-Aged Old-Fashioned Bitters","1","dash bitters, like Fee Brothers Barrel-Aged"
"/recipes/1014182-apple-smash","Cinnamon","","Cinnamon stick"
"/recipes/1015316-mai-tai","Banks 5 Island","1","ounce light rum (I had great results with Banks’ 5 Island)"
"/recipes/1015316-mai-tai","Appleton Reserve","1","ounce gold rum (Appleton’s Estate Reserve, Zacapa, Clément V.S.O.P., El Dorado 12-year)"
"/recipes/1015316-mai-tai","Orgeat","","½ ounce orgeat syrup (see recipe)"
"/recipes/1015316-mai-tai","Orange Curaçao","","½ ounce orange Curaçao or Cointreau"
"/recipes/1015316-mai-tai","Lime","","Juice of 1 lime."
"/recipes/1013293-venetian-spritz","House Prosecco","3","ounces prosecco"
"/recipes/1013293-venetian-spritz","Aperol","1 ½","ounces Aperol or other bitter aperitif"
"/recipes/1013293-venetian-spritz","Soda Water","1 ½","ounces soda water"
"/recipes/1013293-venetian-spritz","Olives Green","","Green olive, for garnish"
"/recipes/1013275-pomegranate-gin-preserve","Pomegranate","2","cups pomegranate seeds (from about 3 pomegranates)"
"/recipes/1013275-pomegranate-gin-preserve","Sugar","¼","cup sugar"
"/recipes/1013275-pomegranate-gin-preserve","Orange","","3-inch strip orange zest"
"/recipes/1013275-pomegranate-gin-preserve","House Gin","","About 2 cups gin"
"/recipes/1013274-rumtopf","Berries Mixed","1","pint mixed berries (like raspberries, blackberries or strawberries)"
"/recipes/1013274-rumtopf","Sugar","2 ½","cups sugar"
"/recipes/1013274-rumtopf","House Dark Rum","1","bottle dark rum (1 liter), more as needed"
"/recipes/1013274-rumtopf","Peach","1","pound peaches and nectarines, washed, pitted (pits reserved) and sliced 1/2-inch thick"
"/recipes/1013274-rumtopf","Plums","1","pound mixed plums, washed, pitted and sliced 1/2-inch thick"
"/recipes/1015320-dark-n-stormy","House Dark Rum","2","ounces dark rum"
"/recipes/1015320-dark-n-stormy","Lime","½","ounce fresh-squeezed lime juice"
"/recipes/1015320-dark-n-stormy","Simple Syrup","½","ounce simple syrup, or to taste"
"/recipes/1015320-dark-n-stormy","Ginger Beer","","4-6 ounces fresh ginger beer."
"/recipes/1015325-the-bramble","House Gin","2","ounces gin"
"/recipes/1015325-the-bramble","Lemon","1","ounce fresh lemon juice"
"/recipes/1015325-the-bramble","Simple Syrup","½","ounce simple syrup (see note)"
"/recipes/1015325-the-bramble","Crème de Mûre","½","ounce crème de mûre."
"/recipes/1015492-abc-kitchen-rye-whiskey-manhattan","Mckenzie","1 ½","ounces McKenzie rye whiskey"
"/recipes/1015492-abc-kitchen-rye-whiskey-manhattan","Carpano Antica","¾","ounce Carpano Antica vermouth"
"/recipes/1015492-abc-kitchen-rye-whiskey-manhattan","Fee Brothers Old-Fashioned Bitters","2","dashes Fee Brothers Old Fashion bitters"
"/recipes/1015492-abc-kitchen-rye-whiskey-manhattan","Brandied Cherries","1","teaspoon brandied cherry juice"
"/recipes/1015492-abc-kitchen-rye-whiskey-manhattan","Brandied Cherries","3","brandied cherries, for garnish."
"/recipes/1013186-isle-of-manhattan-fizz","Lime","½","ounce lime juice"
"/recipes/1013186-isle-of-manhattan-fizz","Pineapple","½","ounce pineapple juice"
"/recipes/1013186-isle-of-manhattan-fizz","Simple Syrup","¾","ounce simple syrup (see note)"
"/recipes/1013186-isle-of-manhattan-fizz","Coconut Purée","2","ounces coconut purée or coconut ice cream"
"/recipes/1013186-isle-of-manhattan-fizz","Orange-Flower Water","4","drops orange-flower water"
"/recipes/1013186-isle-of-manhattan-fizz","Oronoco","¾","ounce Oronoco rum or other dark rum"
"/recipes/1013186-isle-of-manhattan-fizz","Hayman’s Old Tom Gin","¾","ounce Hayman’s Old Tom gin or any gin you prefer"
"/recipes/1013186-isle-of-manhattan-fizz","Club Soda","2","tablespoons club soda"
"/recipes/1013186-isle-of-manhattan-fizz","Lime","","Lime twist, 3/4-inch wide, for serving"
"/recipes/1013185-coconut-daiquiris","Pineapple","½","very ripe pineapple, cut into chunks"
"/recipes/1013185-coconut-daiquiris","Lime","","Juice of 1 lime"
"/recipes/1013185-coconut-daiquiris","Coco López Coconut Cream","2","tablespoons Coco Lopez cream of coconut"
"/recipes/1013185-coconut-daiquiris","House White Rum","7 ½","ounces Bacardi light rum"
"/recipes/1013185-coconut-daiquiris","DROP","20","ice cubes"
"/recipes/1015629-roasted-orange-negroni-sbagliato","Orange","1","wedge roasted orange"
"/recipes/1015629-roasted-orange-negroni-sbagliato","House Sweet Vermouth","1","ounce sweet red vermouth"
"/recipes/1015629-roasted-orange-negroni-sbagliato","Campari","1 ¼","ounces Campari"
"/recipes/1015629-roasted-orange-negroni-sbagliato","Lini Lambrusco Bianco","1 ¼","ounces Lini Lambrusco Bianco, or other sparkling white wine"
"/recipes/1015629-roasted-orange-negroni-sbagliato","Orange","","Orange peel for garnish"
"/recipes/1015344-jamaican-margarita","Herradura Blanco","2","ounces Herradura Blanco (or any good silver tequila)"
"/recipes/1015344-jamaican-margarita","Hibiscus Syrup","1","ounce hibiscus-infused syrup"
"/recipes/1015344-jamaican-margarita","Lime","1","ounce freshly squeezed lime juice"
"/recipes/1015344-jamaican-margarita","Hibiscus Blossom in Syrup","1","wild hibiscus blossom in syrup."
"/recipes/1014337-white-sangria-and-red-sangria","Apple","2","apples, cored and coarsely diced"
"/recipes/1014337-white-sangria-and-red-sangria","Pear","2","pears, cored and coarsely diced"
"/recipes/1014337-white-sangria-and-red-sangria","Orange","2","juice oranges, peeled, seeded and diced"
"/recipes/1014337-white-sangria-and-red-sangria","House Gin","1","cup gin"
"/recipes/1014337-white-sangria-and-red-sangria","Triple Sec","½","cup triple sec"
"/recipes/1014337-white-sangria-and-red-sangria","House Manzanilla Sherry","3","bottles (500 milliliters each) manzanilla sherry or 2 bottles 750 milliliters each dry white wine"
"/recipes/1014337-white-sangria-and-red-sangria","House Cava","½","bottle cava 1 1/2 cups, chilled"
"/recipes/1014337-white-sangria-and-red-sangria","House Garnacha","1","bottle red wine, preferably garnacha"
"/recipes/1014337-white-sangria-and-red-sangria","Orange","","Juice of 1 1/2 oranges"
"/recipes/1014337-white-sangria-and-red-sangria","Lemon","","Juice of 1 lemon"
"/recipes/1014337-white-sangria-and-red-sangria","Lime","","Juice of 1 lime"
"/recipes/1014337-white-sangria-and-red-sangria","House Spanish Brandy","½","cup Spanish brandy"
"/recipes/1014337-white-sangria-and-red-sangria","Triple Sec","¼","cup triple sec"
"/recipes/1014337-white-sangria-and-red-sangria","Apple","1","apple, cored and sliced"
"/recipes/1014337-white-sangria-and-red-sangria","Pear","1","pear, cored and sliced"
"/recipes/1014337-white-sangria-and-red-sangria","Cinnamon","1","cinnamon stick"
"/recipes/1014337-white-sangria-and-red-sangria","House Cava","½","bottle cava 1 1/2 cups, chilled"
"/recipes/1013139-the-good-word","House Unaged Whiskey","1","ounce unaged whiskey"
"/recipes/1013139-the-good-word","Yellow Chartreuse","1","ounce yellow Chartreuse"
"/recipes/1013139-the-good-word","Maraschino","1","ounce maraschino liqueur"
"/recipes/1013139-the-good-word","Lemon","1","ounce lemon juice"
"/recipes/1013138-brewers-breakfast","Masumi Arabashiri Sake","2","ounces sake, like Masumi Arabashiri"
"/recipes/1013138-brewers-breakfast","House Unaged Whiskey","1","ounce unaged whiskey"
"/recipes/1013138-brewers-breakfast","Galliano","¼","ounce Galliano, or Galliano L’Autentico if available"
"/recipes/1013138-brewers-breakfast","Honey Nut Cheerios","","Honey Nut Cheerios, for garnish"
"/recipes/1013119-celery-tonic","Sugar","½","cup sugar"
"/recipes/1013119-celery-tonic","House Vodka","2","cups vodka"
"/recipes/1013119-celery-tonic","Celery Seeds","2","teaspoons celery seeds"
"/recipes/1013119-celery-tonic","Seltzer Water","","Seltzer or club soda"
"/recipes/1013119-celery-tonic","Lemon","","Thin lemon slices, for garnish"
"/recipes/1015327-the-fitty-spot","Zacapa Centenario","2","ounces Zacapa Centenario or other aged rum"
"/recipes/1015327-the-fitty-spot","Hibiscus Tea","2","ounces double-brewed hibiscus tea"
"/recipes/1015327-the-fitty-spot","Tangerine","¾","ounces fresh tangerine juice"
"/recipes/1015327-the-fitty-spot","Lemon","¾","ounces fresh lemon juice"
"/recipes/1015327-the-fitty-spot","Spiced Simple Syrup","½","ounces spiced simple syrup (recipe follows)"
"/recipes/1015327-the-fitty-spot","Pineapple","2 ½","ounces fresh pineapple, cored and chopped"
"/recipes/1015327-the-fitty-spot","Mint","","Sprig of mint"
"/recipes/1013000-old-fashioned","Demerara Sugar","¼","teaspoon Demerara sugar"
"/recipes/1013000-old-fashioned","Orange","1","orange slice"
"/recipes/1013000-old-fashioned","Angostura Aromatic Bitters","3","dashes Angostura bitters"
"/recipes/1013000-old-fashioned","House Bourbon","2","ounces bourbon or rye"
"/recipes/1013000-old-fashioned","Club Soda","","Dash of club soda (optional)"
"/recipes/1013000-old-fashioned","Luxardo Cherries","1","Luxardo Marasca cherry or other high-quality macerated cocktail cherry"
"/recipes/1012966-red-hook-cocktail","House Rye","2","ounces rye whiskey"
"/recipes/1012966-red-hook-cocktail","Punt e Mes","½","ounce Punt e Mes or other sweet vermouth"
"/recipes/1012966-red-hook-cocktail","Maraschino","¼ to ½","ounce maraschino liqueur"
"/recipes/1012953-monte-cassino","Bénédictine","¾","ounce Bénédictine"
"/recipes/1012953-monte-cassino","Yellow Chartreuse","¾","ounce yellow Chartreuse"
"/recipes/1012953-monte-cassino","Lemon","¾","ounce freshly-squeezed lemon juice"
"/recipes/1012953-monte-cassino","Rittenhouse 100-Proof","¾","ounce Rittenhouse 100-proof rye whiskey"
"/recipes/1012952-the-benediction","Bénédictine","¾","ounce Bénédictine"
"/recipes/1012952-the-benediction","House Orange Bitters","","Dash, orange bitters"
"/recipes/1012952-the-benediction","House Champagne","","Champagne, to top"
"/recipes/1014045-the-posset","Cream","2 ¼","cups whipped cream"
"/recipes/1014045-the-posset","Sugar","¾","cup plus 1 teaspoon sugar"
"/recipes/1014045-the-posset","Saffron","½","teaspoon saffron"
"/recipes/1014045-the-posset","Milk","2","cups milk"
"/recipes/1014045-the-posset","Honey","3","teaspoons honey"
"/recipes/1014045-the-posset","Lemon","3","tablespoons fresh lemon juice"
"/recipes/1014045-the-posset","Lime","2","tablespoons fresh lime juice"
"/recipes/1014045-the-posset","Lemon","1","teaspoon grated lemon peel"
"/recipes/1014045-the-posset","Lime","1","teaspoon grated lime peel"
"/recipes/1014045-the-posset","House Amontillado Sherry","1 ½","ounces Amontillado sherry"
"/recipes/1014045-the-posset","Harveys Bristol Cream Sherry","½","ounce Harveys Bristol Cream sherry"
"/recipes/1014045-the-posset","Cinnamon","","Ground cinnamon garnish"
"/recipes/1012932-rum-manhattan","Diplomático Reserva","2","ounces aged rum (such as Diplomático Reserva)"
"/recipes/1012932-rum-manhattan","Carpano Antica","1","ounce Carpano Antica Formula vermouth"
"/recipes/1012932-rum-manhattan","Bay Leaf","½","ounce bay leaf reduction (see note)"
"/recipes/1012932-rum-manhattan","Angostura Aromatic Bitters","","Dash of Angostura bitters"
"/recipes/1012932-rum-manhattan","Bay Leaf","","Bay leaf, for garnish"
"/recipes/1012932-rum-manhattan","Blueberries","","Marinated blueberries, for garnish (see note)"
"/recipes/1012932-rum-manhattan","Orange","","Flamed orange peel (optional)"
"/recipes/1015331-hot-milk-punch","Milk","1","cup whole milk"
"/recipes/1015331-hot-milk-punch","Demerara Sugar","1","tablespoon Demerara or other dark, raw sugar"
"/recipes/1015331-hot-milk-punch","Old Forester","2","ounces Old Forester Signature or other strong bourbon, vanillated (see note)"
"/recipes/1015331-hot-milk-punch","Nutmeg","","Fresh nutmeg"
"/recipes/1012907-top-notch-volcano","Simple Syrup","4","ounces (1/2 cup) Demerara simple syrup (see note)"
"/recipes/1012907-top-notch-volcano","Lime","4","ounces lime juice"
"/recipes/1012907-top-notch-volcano","Pineapple","4","ounces pineapple juice (not from concentrate)"
"/recipes/1012907-top-notch-volcano","Passion Fruit Purée","1","ounce (2 tablespoons) passion fruit purée (if frozen, thaw first)"
"/recipes/1012907-top-notch-volcano","Maraschino","1","ounce maraschino liqueur"
"/recipes/1012907-top-notch-volcano","House Amber Rum","4","ounces aged South American or Caribbean white rum"
"/recipes/1012907-top-notch-volcano","House Amber Rum","4","ounces amber rum"
"/recipes/1012907-top-notch-volcano","Cinnamon","","Cinnamon, for shaking"
"/recipes/1012907-top-notch-volcano","Nutmeg","","Grated nutmeg, for shaking"
"/recipes/1012906-italian-fizz","Carpano Antica","2","ounces sweet Italian vermouth, like Carpano Antica"
"/recipes/1012906-italian-fizz","Fernet-Branca","1","ounce Fernet-Branca"
"/recipes/1012906-italian-fizz","Seltzer Water","1 ½","ounces seltzer"
"/recipes/1012906-italian-fizz","Orange","","Slice of orange peel"
"/recipes/1012911-milk-punch","Milk","1","quart whole milk"
"/recipes/1012911-milk-punch","Half-and-Half","1","cup half-and-half"
"/recipes/1012911-milk-punch","House Bourbon","1 ½","cups bourbon, other whiskey or brandy"
"/recipes/1012911-milk-punch","Sugar Powdered","1","cup powdered sugar, sifted"
"/recipes/1012911-milk-punch","Vanilla Extract","1","tablespoon vanilla extract"
"/recipes/1012911-milk-punch","Nutmeg","","Freshly grated nutmeg, for garnish"
"/recipes/1012905-agridulce-royale","House Blanco Tequila","1 ½","ounces blanco tequila"
"/recipes/1012905-agridulce-royale","Lemon","¾","ounce lemon juice"
"/recipes/1012905-agridulce-royale","Simple Syrup","¾","ounce simple syrup"
"/recipes/1012905-agridulce-royale","Campari","¼","ounce Campari"
"/recipes/1012905-agridulce-royale","House Cava","1 ½","ounces cava or other dry sparkling wine"
"/recipes/1012905-agridulce-royale","Grapefruit","","Strip of grapefruit peel for garnish"
"/recipes/1012910-carlo-sud","Bénédictine","½","ounce (1 tablespoon) Benedictine"
"/recipes/1012910-carlo-sud","House Amber Rum","2","ounces (1/4 cup) amber rum"
"/recipes/1012910-carlo-sud","Angostura Aromatic Bitters","1 or 2","dashes Angostura bitters"
"/recipes/1012910-carlo-sud","Lemon","1","strip lemon peel, for garnish"
"/recipes/1012909-the-night-marcher","Rum Aged White Martinique","2 ½","ounces (5 tablespoons) aged white Martinique rum"
"/recipes/1012909-the-night-marcher","Lemon Hart 151","½","ounce (1 tablespoon) Lemon Hart 151-proof Demerara rum"
"/recipes/1012909-the-night-marcher","Green Chartreuse","½","ounce green Chartreuse"
"/recipes/1012909-the-night-marcher","Lime","¾","ounce (1 1/2 tablespoons) lime juice"
"/recipes/1012909-the-night-marcher","Simple Syrup","¾","ounce Demerara simple syrup (see note)"
"/recipes/1012909-the-night-marcher","Angostura Aromatic Bitters","2","dashes Angostura bitters"
"/recipes/1012909-the-night-marcher","Sauce Mexican Hot","⅛","teaspoon Mexican hot sauce"
"/recipes/1012909-the-night-marcher","Ginger Beer","1 ½","ounces (3 tablespoons) ginger beer"
"/recipes/1012909-the-night-marcher","Ginger","1","slice fresh ginger (for garnish)"
"/recipes/1012909-the-night-marcher","Lime","","Lime wedge (for garnish)"
"/recipes/1012914-the-chadburn","House Tawny Port","½","ounce (1 tablespoon) tawny Port"
"/recipes/1012914-the-chadburn","House Pear Liqueur","½","ounce pear liqueur"
"/recipes/1012914-the-chadburn","House Dark Rum","2","ounces (1/4 cup) dark rum"
"/recipes/1012914-the-chadburn","Bittermens Xocolatl Mole Bitters","1 to 2","dashes Bittermens Xocolatl Mole bitters"
"/recipes/1012913-the-old-cuban","Mint","6","mint leaves, plus the tip of a mint sprig for garnish"
"/recipes/1012913-the-old-cuban","Lime","¾","ounce (1 1/2 tablespoons) lime juice"
"/recipes/1012913-the-old-cuban","Simple Syrup","1","ounce (2 tablespoons) simple syrup, see note"
"/recipes/1012913-the-old-cuban","House Amber Rum","1 ½","ounces (3 tablespoons) amber rum"
"/recipes/1012913-the-old-cuban","Angostura Aromatic Bitters","1 or 2","dashes Angostura bitters"
"/recipes/1012913-the-old-cuban","House Champagne","2","ounces Champagne"
"/recipes/1012913-the-old-cuban","Lime","1","lime slice"
"/recipes/1012884-throat-coat","Honey","1","teaspoon honey"
"/recipes/1012884-throat-coat","Honey Pepper Nemiroff","1 ½","ounces Nemiroff honey pepper vodka"
"/recipes/1012884-throat-coat","B&B","1 ½","ounces B&B liqueur"
"/recipes/1012850-single-village-fix","House Mezcal","1 ½","ounces mezcal"
"/recipes/1012850-single-village-fix","Lime","¾","ounce freshly squeezed lime juice"
"/recipes/1012850-single-village-fix","Pineapple Gum Syrup","¾","ounce pineapple gum syrup (see note)"
"/recipes/1015332-jack-rose","Laird's Bonded Apple Brandy","1 ½","ounces Laird 100-proof Straight Apple Brandy, or 2 ounces Clear Creek Eau de Vie de Pomme"
"/recipes/1015332-jack-rose","Lime","1","ounce fresh lime juice"
"/recipes/1015332-jack-rose","Grenadine","½ to 1","ounce grenadine syrup (see recipe), adjust according to taste."
"/recipes/1012827-shu-jam-fizz","House Absinthe","","Absinthe"
"/recipes/1012827-shu-jam-fizz","DH Krahn","2","ounces DH Krahn gin"
"/recipes/1012827-shu-jam-fizz","Jam Apricot","1","teaspoon apricot jam"
"/recipes/1012827-shu-jam-fizz","Fennel Syrup","¾","ounce fennel syrup"
"/recipes/1012827-shu-jam-fizz","Lemon","¾","ounce freshly squeezed lemon juice"
"/recipes/1012827-shu-jam-fizz","Fee Brothers Peach Bitters","","Dash of Fee Brothers Peach Bitters"
"/recipes/1012827-shu-jam-fizz","Club Soda","","Club soda"
"/recipes/1015338-the-venetian-spritz","House Prosecco","4","ounces prosecco"
"/recipes/1015338-the-venetian-spritz","Sparkling Water","","Sparkling water"
"/recipes/1015338-the-venetian-spritz","Aperol","1 ½ to 2","ounces Aperol"
"/recipes/1015338-the-venetian-spritz","Orange","","Orange"
"/recipes/1015338-the-venetian-spritz","Lemon","","Lemon"
"/recipes/1015338-the-venetian-spritz","Olives Green","1","green olive"
"/recipes/1012755-heirloom-tomato-mojitonico","Kosher Salt","","Kosher salt"
"/recipes/1012755-heirloom-tomato-mojitonico","Black Pepper","","freshly ground black pepper, for rim 1/2 lime, cut into sections"
"/recipes/1012755-heirloom-tomato-mojitonico","Heirloom Tomatoes","½","cup heirloom tomatoes, roughly chopped"
